date,ATLAS_ENTITY_AUDIT_EVENTS,atlas_janus,pricepoint,pricepoint_index,pricepoint_test,status,test,test2_idx,test_index,test1
2021-11-10 08:36:25,0.0087890625,0.0400390625,9.96,0.0,15.1,0.0,0.0,0.0,0.0,0.0
2021-11-10 08:36:32,0.0087890625,0.0400390625,9.96,0.0,15.1,0.0,0.0,0.0,0.0,0.0
2021-11-10 08:36:33,0.0087890625,0.0400390625,9.96,0.0,15.1,0.0,0.0,0.0,0.0,0.0
2021-11-10 08:36:34,0.0087890625,0.0400390625,9.96,0.0,15.1,0.0,0.0,0.0,0.0,0.0
2021-11-10 08:36:35,0.0087890625,0.0400390625,9.96,0.0,15.1,0.0,0.0,0.0,0.0,0.0
